id,product_A_sold_in_the_past,product_B_sold_in_the_past,product_A_recommended,product_A,product_C,product_D,cust_hitrate,cust_interactions,cust_contracts,opp_month,opp_old,competitor_Z,competitor_X,competitor_Y,cust_in_iberia,target_variable
19211,0.29115,1.53069,-0.1097,-0.0891,-0.02372,-0.04247,1.43487,-0.6817,0.60388,-1.41464,-0.28185,0,0,0,0,1
19212,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.26033,-0.6817,-0.34997,-0.52841,-0.28185,1,0,1,0,1
19213,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.99427,-0.6817,-0.34997,-1.41464,-0.28185,0,0,0,1,0
19214,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.51599,1.68759,-0.03202,1.83486,-0.28185,1,0,0,1,0
19215,-0.25992,-0.33218,-0.1097,-0.0891,-0.02372,-0.04247,-0.01189,-0.58389,-0.34997,0.06241,3.54793,0,0,0,0,1
19216,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.15235,0.04648,-0.34997,0.65323,-0.28185,0,0,0,0,1
19217,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.31183,1.72019,-0.34997,0.94864,-0.28185,0,0,0,0,0
19218,0.34402,2.12201,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.51868,-0.34997,-1.11923,-0.28185,1,0,0,0,0
19219,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.15649,-0.22523,-0.34997,-0.82382,-0.28185,0,0,0,0,0
19220,0.25888,0.60893,-0.1097,-0.0891,-0.02372,-0.04247,0.94265,-0.05134,-0.34997,1.24404,-0.28185,0,0,0,0,1
19221,-0.25992,-0.24618,-0.1097,-0.0891,-0.02372,-0.04247,-0.04059,0.68771,-0.34997,0.06241,-0.28185,1,0,0,1,1
19222,2.0105,4.64171,-0.07856,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,0.92184,-1.41464,-0.28185,1,0,0,0,1
19223,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.14829,-0.6817,-0.34997,1.53945,-0.28185,0,0,0,1,0
19224,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.03128,-0.6817,-0.34997,-0.233,-0.28185,0,0,1,0,0
19225,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.57302,-0.34997,-0.52841,-0.28185,0,0,0,1,0
19226,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.15348,-0.64909,-0.34997,1.53945,-0.28185,0,0,0,0,0
19227,-0.25992,-0.1852,-0.1097,-0.0891,-0.02372,-0.04247,0.61602,0.73118,-0.34997,0.06241,-0.28185,0,0,0,0,1
19228,-0.25992,-0.13821,-0.1097,-0.0891,-0.02372,-0.04247,0.99797,-0.6817,0.28593,-1.11923,-0.28185,0,0,0,1,1
19229,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.4231,-0.38826,-0.34997,-0.52841,-0.28185,0,0,0,0,1
19230,-0.25992,-0.32141,-0.1097,-0.0891,-0.02372,-0.04247,1.36955,-0.6817,-0.34997,-1.41464,-0.28185,0,0,0,1,1
19231,0.34402,3.51662,-0.1097,-0.0891,-0.02372,-0.04247,1.59989,-0.6817,-0.34997,1.53945,3.54793,1,0,0,0,1
19232,-0.25992,0.3825,-0.1097,-0.0891,-0.02372,-0.04247,0.28957,0.39426,-0.34997,-0.82382,-0.28185,0,0,1,1,0
19233,-0.25992,-0.23614,-0.1097,-0.0891,-0.02372,-0.04247,0.10546,1.5463,-0.34997,1.83486,-0.28185,0,0,0,0,1
19234,0.34402,3.51662,-0.1097,-0.0891,-0.02372,-0.04247,-0.83543,-0.54041,-0.03202,1.53945,-0.28185,0,0,0,0,0
19235,-0.25992,-0.00369,-0.1097,-0.0891,-0.02372,-0.04247,0.74261,0.6551,-0.34997,1.24404,-0.28185,0,0,0,0,0
19236,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.56215,-0.34997,0.94864,-0.28185,0,0,0,1,1
19237,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.2946,-0.01873,-0.34997,1.24404,-0.28185,0,0,0,1,1
19238,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.5701,2.45924,-0.34997,-1.41464,3.54793,0,0,1,0,0
19239,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.82148,0.53555,-0.34997,-0.82382,-0.28185,1,0,0,1,0
19240,3.77361,6.44745,-0.1097,-0.0891,-0.02372,-0.04247,0.87349,0.32905,0.60388,-0.52841,-0.28185,0,0,0,0,0
19241,-0.08545,0.71351,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.0296,0.28593,-0.233,3.54793,0,0,0,1,1
19242,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.89649,0.16603,-0.34997,1.53945,-0.28185,0,0,1,0,1
19243,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.49776,-0.6817,-0.34997,1.53945,-0.28185,0,0,0,1,1
19244,0.34402,1.48183,-0.1097,-0.0891,-0.02372,-0.04247,-0.67114,-0.6817,2.51159,1.24404,-0.28185,0,0,0,1,1
19245,1.08216,2.54732,-0.1097,-0.0891,-0.02372,-0.04247,-0.81898,-0.37739,-0.34997,1.24404,-0.28185,0,0,1,0,1
19246,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.32946,-0.6817,-0.03202,0.94864,-0.28185,0,0,0,1,1
19247,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.41416,-0.6817,-0.34997,1.53945,-0.28185,0,0,1,1,1
19248,-0.25992,-0.32165,-0.1097,-0.0891,-0.02372,-0.04247,1.6142,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,1,1
19249,-0.25992,0.39342,-0.1097,-0.0891,-0.02372,-0.04247,-0.50166,1.7528,-0.34997,-0.82382,-0.28185,0,0,0,0,0
19250,-0.12571,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.37483,-0.6817,-0.03202,-0.82382,-0.28185,0,0,0,1,1
19251,-0.25992,-0.19745,-0.1097,-0.0891,-0.02372,-0.04247,0.23428,2.4375,-0.03202,0.65323,3.54793,1,0,0,1,0
19252,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.58526,-0.6817,-0.34997,-1.41464,-0.28185,0,0,0,1,1
19253,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.17619,0.30731,-0.34997,-1.41464,-0.28185,0,0,0,1,0
19254,-0.25992,-0.18023,-0.1097,-0.0891,-0.02372,-0.04247,1.37402,-0.6817,2.19364,1.53945,-0.28185,1,0,0,1,1
19255,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.63904,-0.6817,0.60388,1.24404,-0.28185,0,0,0,1,0
19256,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.76383,1.15504,-0.34997,0.06241,3.54793,0,0,0,1,0
19257,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.8421,-0.51868,-0.34997,-0.52841,-0.28185,1,0,0,1,1
19258,-0.25992,-0.31362,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,0.06241,-0.28185,0,0,1,0,0
19259,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.28971,-0.6817,0.92184,0.94864,-0.28185,0,0,0,1,1
19260,0.48946,-0.34794,-0.1097,0.84069,-0.02372,-0.04247,-0.1252,0.22037,-0.34997,0.94864,-0.28185,0,0,1,0,0
19261,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.61655,-0.6817,1.87569,-0.52841,-0.28185,0,0,0,1,1
19262,0.29115,1.53069,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,1.55774,1.53945,-0.28185,0,0,0,0,1
19263,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.45725,-0.30131,-0.34997,-0.82382,-0.28185,1,0,0,1,1
19264,-0.0586,-0.24182,-0.1097,-0.0891,-0.02372,-0.04247,-0.77412,-0.6817,-0.34997,-0.233,-0.28185,0,0,0,0,0
19265,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.51057,-0.6817,-0.34997,-1.41464,-0.28185,0,0,0,1,1
19266,-0.25992,-0.10035,-0.1097,-0.0891,-0.02372,-0.04247,0.82267,-0.2687,-0.34997,0.65323,-0.28185,0,0,0,1,0
19267,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.66334,-0.6817,1.23979,0.94864,-0.28185,0,0,0,1,0
19268,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.61922,0.45947,-0.34997,-0.52841,-0.28185,1,0,0,1,1
19269,0.14864,1.85818,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,-1.11923,-0.28185,1,0,0,1,1
19270,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.38407,0.49208,-0.34997,-1.41464,-0.28185,1,0,0,0,1
19271,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.38396,-0.25784,-0.03202,-1.11923,-0.28185,0,0,0,0,1
19272,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,1.24404,-0.28185,0,0,0,1,0
19273,-0.25992,0.41393,-0.1097,-0.0891,-0.02372,-0.04247,-1.05765,1.83974,-0.34997,-1.41464,3.54793,0,0,1,1,0
19274,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.50553,-0.64909,-0.34997,1.24404,-0.28185,0,0,0,1,1
19275,4.07354,0.4758,-0.1097,-0.0891,-0.02372,-0.04247,-0.5701,1.38328,-0.34997,-0.233,-0.28185,0,0,1,1,0
19276,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.68426,0.35079,-0.34997,-1.11923,-0.28185,0,0,1,0,1
19277,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.083,0.83986,-0.34997,-0.82382,-0.28185,0,0,0,0,1
19278,-0.25992,-0.29777,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,-0.52841,-0.28185,0,0,0,1,0
19279,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.60502,-0.6817,-0.34997,-1.41464,-0.28185,1,0,0,1,1
19280,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.5639,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,1,1
19281,-0.25992,-0.34362,-0.1097,-0.0891,-0.02372,-0.04247,-1.10079,-0.6817,-0.34997,0.65323,-0.28185,0,0,1,1,0
19282,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.06098,0.99202,-0.34997,1.83486,-0.28185,0,0,1,0,0
19283,-0.15422,-0.222,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.4752,-0.34997,-1.11923,-0.28185,0,0,0,0,0
19284,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.04996,-0.6817,-0.34997,1.24404,-0.28185,0,0,0,1,1
19285,-0.25992,-0.11873,-0.1097,-0.0891,-0.02372,-0.04247,-0.57396,-0.6817,1.23979,-1.11923,-0.28185,0,0,0,1,1
19286,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.43586,-0.6817,-0.34997,-0.52841,-0.28185,0,0,0,1,1
19287,-0.25992,-0.33218,-0.1097,-0.0891,-0.02372,-0.04247,1.34489,-0.4752,-0.34997,-1.11923,-0.28185,0,0,0,1,0
19288,-0.25992,0.92992,-0.1097,-0.0891,-0.02372,-0.04247,-1.04419,2.8831,0.28593,0.94864,-0.28185,1,0,0,1,1
19289,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-1.41464,-0.28185,0,0,0,1,1
19290,-0.21072,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.53377,-0.4752,-0.34997,-0.233,-0.28185,0,0,0,0,0
19291,1.39754,-0.03585,-0.1097,-0.0891,-0.02372,-0.04247,-0.05187,0.60076,-0.34997,0.06241,3.54793,0,0,1,0,0
19292,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.03202,-1.41464,-0.28185,0,0,0,0,1
19293,0.20981,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.92602,0.49208,-0.34997,-0.82382,-0.28185,0,0,0,0,0
19294,-0.25992,-0.32847,-0.1097,-0.0891,-0.02372,-0.04247,-0.25675,0.15516,-0.34997,-1.11923,-0.28185,1,0,0,1,0
19295,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.98875,-0.51868,-0.34997,0.65323,-0.28185,0,0,0,0,0
19296,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.46302,-0.6817,0.60388,1.53945,-0.28185,0,0,0,1,0
19297,-0.25992,-0.32287,-0.1097,-0.0891,-0.02372,-0.04247,-1.15482,-0.6817,-0.34997,1.24404,-0.28185,0,0,0,1,0
19298,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.33367,-0.6817,2.82954,-1.41464,-0.28185,0,0,0,1,1
19299,0.35976,4.24396,-0.1097,-0.0891,-0.02372,-0.04247,-0.50193,1.0681,-0.03202,-0.82382,-0.28185,0,0,1,1,1
19300,-0.25992,-0.19946,-0.1097,-0.0891,-0.02372,-0.04247,1.27183,-0.34478,-0.34997,0.06241,-0.28185,0,0,0,0,1
19301,-0.07538,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.73673,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,1,1
19302,0.20981,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.65374,0.26384,-0.34997,1.53945,-0.28185,0,0,1,0,0
19303,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.50553,-0.64909,-0.34997,1.24404,-0.28185,0,0,0,1,1
19304,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.68189,0.25297,-0.34997,0.06241,-0.28185,0,0,1,0,1
19305,-0.25992,-0.31642,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,1.24404,-0.28185,0,0,0,0,1
19306,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.2683,-0.6817,-0.34997,-1.41464,-0.28185,0,0,0,1,1
19307,-0.25992,0.14864,-0.1097,-0.0891,-0.02372,-0.04247,1.65424,-0.6817,4.4193,0.35782,-0.28185,0,0,0,1,1
19308,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,0.35782,-0.28185,0,0,1,0,1
19309,0.13844,1.98031,-0.1097,-0.0891,-0.02372,-0.04247,0.96435,1.57891,-0.34997,-1.11923,-0.28185,0,0,1,1,0
19310,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,1.24404,-0.28185,0,0,0,0,1
19311,-0.25992,-0.22116,-0.1097,-0.0891,-0.02372,-0.04247,-0.04238,-0.6817,3.46544,0.65323,-0.28185,0,0,0,1,0
19312,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.36439,-0.6817,0.60388,-1.11923,-0.28185,0,0,0,0,1
19313,-0.25992,0.97685,-0.1097,-0.0891,-0.02372,-0.04247,1.38104,-0.6817,4.4193,0.35782,-0.28185,0,0,0,1,0
19314,-0.21072,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.53377,-0.4752,-0.34997,-0.233,-0.28185,0,0,0,0,1
19315,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.3683,-0.40999,-0.34997,0.06241,-0.28185,0,0,0,1,1
19316,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-1.41464,-0.28185,0,0,0,1,1
19317,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,1.23979,0.35782,-0.28185,0,0,0,1,0
19318,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.62014,-0.6817,-0.03202,0.65323,-0.28185,0,0,0,1,1
19319,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.88037,-0.60562,-0.34997,0.06241,-0.28185,1,0,0,0,1
19320,-0.25992,-0.28476,-0.1097,-0.0891,-0.02372,-0.04247,-0.21892,3.50259,-0.03202,0.35782,-0.28185,0,0,0,1,1
19321,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,0.65323,-0.28185,0,0,0,1,0
19322,0.108,-0.16405,-0.1097,-0.0891,-0.02372,-0.04247,-0.67285,0.47034,-0.34997,-1.11923,-0.28185,1,0,0,0,0
19323,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.461,-0.6817,-0.34997,-1.41464,-0.28185,0,0,0,1,1
19324,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,1.16591,1.23979,0.06241,-0.28185,0,0,0,0,1
19325,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.30767,-0.29044,1.23979,0.06241,-0.28185,0,0,0,0,1
19326,-0.25992,0.14864,-0.1097,-0.0891,-0.02372,-0.04247,0.31155,0.56815,-0.34997,-0.52841,-0.28185,0,0,0,0,1
19327,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.61649,-0.34997,-0.233,-0.28185,1,0,0,0,0
19328,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.49949,0.33992,-0.34997,-1.11923,-0.28185,0,0,0,1,0
19329,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.59713,-0.62736,-0.34997,0.94864,-0.28185,0,0,0,0,1
19330,-0.25992,1.66463,-0.1097,-0.0891,-0.02372,-0.04247,-0.69789,-0.6817,4.4193,0.35782,3.54793,0,0,0,1,0
19331,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.67886,1.66585,-0.34997,0.06241,-0.28185,1,0,0,1,0
19332,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.6484,-0.6817,4.73725,0.06241,-0.28185,0,0,0,1,0
19333,-0.13605,-0.3432,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.51868,-0.34997,0.94864,-0.28185,0,0,1,1,1
19334,-0.25992,0.46549,-0.1097,-0.0891,-0.02372,-0.04247,-0.93042,-0.4752,-0.34997,-0.82382,-0.28185,1,0,0,0,0
19335,-0.119,2.58944,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,1.24404,-0.28185,0,0,0,0,1
19336,-0.12571,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.631,-0.64909,-0.34997,-1.41464,-0.28185,0,0,0,1,1
19337,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.26056,-0.6817,-0.34997,-0.233,-0.28185,1,0,0,0,0
19338,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.29264,-0.6817,-0.34997,0.06241,-0.28185,0,0,0,0,1
19339,-0.23978,-0.31344,-0.1097,-0.0891,-0.02372,-0.04247,0.77995,-0.11655,-0.34997,0.65323,-0.28185,1,0,1,0,0
19340,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,0.94864,-0.28185,1,0,0,1,1
19341,-0.25992,-0.3328,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-0.233,-0.28185,0,0,0,1,0
19342,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.70315,-0.55128,-0.03202,1.53945,-0.28185,0,0,1,0,0
19343,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.722,2.42663,0.28593,-0.52841,-0.28185,0,0,0,1,1
19344,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.71015,-0.04047,1.55774,0.35782,-0.28185,0,0,1,0,1
19345,-0.25992,-0.31944,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.2361,-0.34997,1.24404,-0.28185,0,0,1,1,1
19346,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.59475,-0.34997,-0.82382,-0.28185,0,0,0,0,0
19347,-0.25992,-0.1183,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,-1.11923,-0.28185,0,0,0,0,1
19348,-0.25992,0.17836,-0.1097,-0.0891,-0.02372,-0.04247,-0.99394,-0.33391,-0.34997,1.24404,-0.28185,0,0,0,1,0
19349,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,0.35782,-0.28185,0,0,0,1,0
19350,-0.25992,-0.34544,-0.1097,-0.0891,-0.02372,-0.04247,-1.16669,-0.17089,-0.34997,1.53945,-0.28185,1,0,1,1,0
19351,4.64671,3.16429,-0.1097,-0.0891,-0.02372,-0.04247,-1.02422,-0.11655,-0.34997,-0.233,-0.28185,0,0,1,1,0
19352,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.22733,-0.6817,0.60388,0.65323,-0.28185,0,0,0,1,0
19353,-0.19952,-0.19706,-0.1097,-0.0891,-0.02372,-0.04247,0.63262,1.74193,-0.34997,-1.11923,-0.28185,1,0,0,0,1
19354,-0.25992,0.1164,-0.1097,-0.0891,-0.02372,-0.04247,-0.10964,1.05723,-0.34997,0.94864,-0.28185,1,0,0,0,1
19355,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.4297,-0.6817,-0.34997,1.53945,-0.28185,0,0,0,1,0
19356,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.03202,-0.52841,-0.28185,0,0,0,1,0
19357,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.43173,-0.34997,-0.52841,-0.28185,1,0,0,1,1
19358,-0.02505,-0.12067,-0.1097,2.23537,-0.02372,-0.04247,1.34638,-0.14915,-0.34997,-0.82382,-0.28185,0,0,0,1,1
19359,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.61655,-0.6817,1.87569,0.06241,-0.28185,0,0,0,1,1
19360,-0.25992,-0.26998,-0.1097,-0.0891,-0.02372,-0.04247,0.05688,-0.60562,-0.34997,-1.11923,-0.28185,0,0,1,1,1
19361,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.69706,-0.6817,-0.34997,0.94864,-0.28185,0,0,0,1,1
19362,-0.25992,-0.13769,-0.1097,-0.0891,-0.02372,-0.04247,0.9478,-0.10568,-0.34997,-1.11923,3.54793,0,0,0,1,0
19363,-0.25992,-0.33232,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,1.83486,-0.28185,1,0,0,1,1
19364,-0.18862,0.37913,-0.1097,-0.0891,-0.02372,-0.04247,-0.84276,2.57879,-0.34997,0.06241,-0.28185,1,0,0,0,0
19365,-0.25992,-0.2976,-0.1097,-0.0891,-0.02372,-0.04247,-0.1459,0.6551,0.60388,1.53945,-0.28185,0,0,1,1,1
19366,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.46302,-0.6817,0.60388,1.53945,-0.28185,0,0,0,1,0
19367,-0.25992,-0.0714,-0.1097,-0.0891,-0.02372,-0.04247,1.3728,-0.29044,-0.34997,1.24404,-0.28185,0,0,0,1,0
19368,-0.25992,0.43861,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,0,0
19369,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.97737,1.7528,-0.34997,-0.233,-0.28185,0,0,0,0,0
19370,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.08346,1.19851,-0.03202,-1.11923,-0.28185,0,0,0,1,0
19371,-0.25992,-0.28507,-0.1097,-0.0891,-0.02372,-0.04247,-0.86242,-0.39912,-0.34997,0.35782,-0.28185,0,0,0,1,0
19372,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.35425,-0.01873,-0.34997,-0.52841,-0.28185,1,0,1,0,1
19373,-0.25992,-0.19767,-0.1097,-0.0891,-0.02372,-0.04247,0.37212,-0.6817,-0.34997,1.53945,-0.28185,0,0,1,1,0
19374,0.2703,-0.17358,-0.10968,-0.0891,-0.02372,-0.04247,-0.25707,0.25297,-0.34997,-0.233,-0.28185,1,0,1,1,0
19375,-0.25992,-0.34544,-0.1097,-0.0891,-0.02372,-0.04247,-1.15622,-0.46433,-0.34997,1.53945,-0.28185,0,0,0,1,1
19376,-0.25992,-0.13821,4.04258,-0.0891,-0.02372,-0.04247,-1.12838,1.93756,-0.34997,0.94864,-0.28185,0,0,0,1,0
19377,-0.25992,-0.34794,-0.1097,-0.0891,41.33821,-0.04247,-1.03469,-0.6817,-0.34997,1.53945,3.54793,0,0,0,1,1
19378,-0.25992,0.35102,-0.1097,-0.0891,-0.02372,-0.04247,0.58836,-0.45347,-0.34997,-1.11923,-0.28185,0,0,0,0,1
19379,-0.25992,-0.23997,-0.1097,-0.0891,-0.02372,-0.04247,1.30724,-0.6817,1.87569,0.65323,-0.28185,0,0,0,1,1
19380,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.46302,-0.6817,0.60388,1.53945,-0.28185,0,0,0,1,0
19381,-0.25992,-0.20669,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.03202,-0.82382,-0.28185,1,0,1,1,0
19382,-0.25992,-0.33517,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,0.07908,0.28593,-0.82382,-0.28185,0,0,0,0,1
19383,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,1.83486,3.54793,1,0,1,0,0
19384,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,1,0
19385,-0.25992,-0.30575,-0.1097,-0.0891,-0.02372,-0.04247,0.47709,1.92669,-0.34997,0.94864,-0.28185,0,0,1,0,1
19386,4.07354,0.4758,-0.1097,-0.0891,-0.02372,-0.04247,1.72535,0.16603,-0.34997,0.65323,-0.28185,1,0,1,0,0
19387,-0.25992,-0.29885,-0.1097,-0.0891,-0.02372,-0.04247,-0.67886,1.83974,-0.34997,-1.11923,-0.28185,1,0,0,0,0
19388,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.67285,0.416,-0.34997,-0.233,-0.28185,0,0,0,0,1
19389,0.41705,2.00541,-0.1097,-0.0891,-0.02372,-0.04247,-1.00559,-0.6817,-0.03202,0.06241,-0.28185,0,0,0,1,0
19390,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.59488,-0.6817,0.60388,0.35782,-0.28185,0,0,0,1,1
